Publisher,Genres,App_Name,Release_Date,Id,Developer
Wales Interactive,"['Action', 'Indie']",Infinity Runner: Art Book and Soundtrack,2014-07-14,288310,Wales Interactive
,"['Action', 'Indie', 'Werewolves', 'Horror', 'First-Person', 'Sci-fi', 'Parkour', 'VR', 'Runner', 'Space', 'FPS']",Infinity Runner,,279920,
Atari,"['Action', 'Adventure']",Blood: One Unit Whole Blood,1998-07-15,299030,Monolith Productions
Atari,"['Action', 'Adventure']",Blood II: The Chosen + Expansion,1998-10-31,299050,Monolith Productions
Team17 Digital Ltd,"['Action', 'Adventure', 'Indie', 'Strategy']",Light,2014-07-14,271730,Just A Pixel Ltd.
,,Gone Home Soundtrack,2014-07-14,298720,The Fullbright Company
Paul Schneider,"['Action', 'Adventure', 'Indie']",Super Panda Adventures,2014-07-14,311190,BlueEagle Productions
initials,['Indie'],Super Lemonade Factory,2012-03-15,307270,initials
Dovetail Games - Trains,['Simulation'],Train Simulator: Class 2F Dock Tank Loco Add-On,2014-07-10,277735,MeshTools
Dovetail Games - Trains,['Simulation'],Train Simulator: Metro-North P32 AC-DM 'Genesis' Loco Add-On,2014-07-10,258655,Dovetail Games
Dovetail Games - Trains,['Simulation'],Train Simulator: KwaZulu-Natal Corridor: Pietermaritzburg-Ladysmith Add-On,2014-07-10,222622,Johansteam
Phoenix Online Publishing,"['Adventure', 'Indie', 'RPG']",Quest for Infamy,2014-07-10,264560,Infamous Quests
Plug In Digital,"['Racing', 'Sports']",MotoGP™14: Moto2™ and Moto3™,2014-07-10,297970,Milestone S.r.l.
Aldorlea Games,"['Adventure', 'Casual', 'Indie', 'RPG']",Millennium 2 - Take Me Higher,2014-07-10,298820,Aldorlea Games
Strategy First,['Strategy'],Graviteam Tactics: Sokolovo 1943,2014-07-10,305360,Graviteam
,"['Indie', 'Simulation']",Hardcore Package Part 2 / for Hacker Evolution,2014-07-10,279820,exosyphen studios
Artifex Mundi,"['Adventure', 'Casual']",9 Clues: The Secret of Serpent Creek,2013-07-18,284870,Tap It Games
,"['Action', 'Indie']",Dusty Revenge - Almost Human,2014-07-10,297050,PD Design Studio
RealAxis Software,"['Action', 'Adventure', 'Indie']",Stained,2014-07-10,302870,RealAxis Software
Viva Media,['Adventure'],Lost Chronicles of Zerzura,2014-07-10,308330,Cranberry Production
Gamestorming,"['Adventure', 'Indie', 'RPG']",Soul Gambler,2013-08-01,313020,Tlön Studios
Ghostlight LTD,"['Adventure', 'RPG', 'Strategy']",Agarest Zero - DLC Bundle #6,2014-07-10,281606,Idea Factory
Room 8 Studio,"['Casual', 'Indie']",Cyto,2014-07-10,302650,Room 8 Studio
Gamestorming,"['Adventure', 'Indie', 'RPG']",Soul Gambler: Artbook & Soundtrack,2013-08-01,313760,Tlön Studios
Ionising Software,"['Action', 'Indie', 'Strategy', 'Early Access']",Isomer,2014-07-11,311980,Ionising Software
Hexage,"['Indie', 'Strategy']",Radiant Defense,2014-07-11,302970,Hexage
Teyon,"['Casual', 'Indie']",Robot Rescue Revolution,2014-07-11,284200,Teyon
Choice of Games,"['Indie', 'RPG']",Heroes Rise: HeroFall - Warning System,2014-07-11,313930,Choice of Games
Choice of Games,"['Indie', 'RPG']",Heroes Rise: HeroFall,2014-07-11,312300,Choice of Games
,"['Indie', 'RPG']",Heroes Rise: HeroFall - Perfect Legend Guide,2014-07-11,313931,Choice of Games
Strategy First,['Racing'],4x4 Dream Race,2011-08-08,313330,Dream Up
Strategy First,['Action'],Alpha Zylon,2007-12-19,313210,Team 6 Studios
ATLUS USA,"['Action', 'Adventure', 'Indie']",Abyss Odyssey - Soundtrack,2014-07-15,311590,ACE Team
"Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)","['Racing', 'Sports']",GRID Autosport - Boost Pack,2014-07-15,282091,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)"
ATLUS USA,"['Action', 'Adventure', 'Indie']",Abyss Odyssey,2014-07-15,255070,ACE Team
Deep Silver,"['Action', 'Adventure']",Saints Row IV: Game of the Century Edition,2014-07-15,314580,Deep Silver Volition
,"['Casual', 'Simulation']",Rocksmith® 2014 – Deftones - “Digital Bath”,2014-07-15,294955,Ubisoft - San Francisco
Libredia,"['Adventure', 'Casual']",Sharpe Investigations: Death on the Seine,2014-07-15,288630,Icarus Games
,"['Casual', 'Simulation']",Rocksmith® 2014 – Deftones - “Change (In the House of Flies)”,2014-07-15,294954,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Deftones - “Hole in the Earth”,2014-07-15,294956,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Deftones - “Be Quiet and Drive (Far Away)”,2014-07-15,294953,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Deftones Song Pack,2014-07-15,294957,Ubisoft - San Francisco
"Moonshark, Inc.","['Adventure', 'Casual', 'Indie']",Wayward Manor,2014-07-15,246720,"Moonshark, Inc."
Aperture Tag Team,"['Action', 'Adventure', 'Casual', 'Indie']",Aperture Tag: The Paint Gun Testing Initiative,2014-07-15,280740,Aperture Tag Team
Kerberos Productions Inc.,"['Indie', 'Strategy']",Ground Pounders,2014-07-15,267730,Kerberos Productions Inc.
WayForward,"['Action', 'Adventure', 'Indie']",Shantae: Risky's Revenge - Director's Cut,2014-07-15,277890,WayForward
Strategy First,['Adventure'],A Vampyre Story,2008-12-02,313870,Autumn Moon
SCS Software,"['Indie', 'Simulation']",Euro Truck Simulator 2 - Fantasy Paint Jobs Pack,2014-07-15,304210,SCS Software
,"['Indie', 'RPG']",Fantasy Grounds - PixelFigs Half-Orcs Token and Portrait Pack,2014-07-15,314170,"SmiteWorks USA, LLC"
Hyper Hippo Games,"['Action', 'Free to Play', 'Indie', 'Early Access']",Wild Warfare,2014-07-15,312150,Hyper Hippo Games
ViWo Games,"['Action', 'Casual', 'Indie']",Zoo Rampage,2014-07-09,312900,ViWo Games
Digital Tribe,"['Action', 'Adventure', 'Indie']",Terrian Saga: KR-17,2014-07-09,278640,Wonderfling
Akupara Games,"['Adventure', 'Indie']",Whispering Willows,2014-07-09,288060,Night Light Interactive
,"['Indie', 'RPG']",Heroes Rise: HeroFall - Ad Space,2014-07-11,313932,Choice of Games
Super Duper Garrett Cooper,"['Action', 'Indie', 'RPG', 'Early Access']",Black Ice,2014-07-09,311800,Super Duper Garrett Cooper
Pixelatto,"['Design &amp; Illustration', 'Utilities']",AutoTileGen,2014-07-09,305860,Pixelatto
Super Duper Garrett Cooper,"['Action', 'Indie', 'RPG']",Black Ice Demo,2014-07-09,312590,Super Duper Garrett Cooper
Akupara Games,"['Adventure', 'Indie']","Whispering Willows - Art Book, Soundtrack, and Wallpaper",2014-07-09,306601,Night Light Interactive
"Rockin Android, Rockin' Android","['Action', 'Indie']",Acceleration of SUGURI X-Edition HD,2014-07-01,265170,Orange_Juice
4PM GAME,['Indie'],4PM,2014-07-09,281840,Bojan Brbora
"Rockin' Android, Rockin Android","['Action', 'Indie']",SUGURI,2014-07-01,262240,Orange_Juice
,"['Casual', 'Simulation']",Rocksmith® 2014 – Billy Talent - “Devil in a Midnight Mass”,2014-07-01,294943,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Billy Talent - “Fallen Leaves”,2014-07-01,294944,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Billy Talent - “Red Flag”,2014-07-01,294945,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Billy Talent - “Try Honesty”,2014-07-01,294946,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Billy Talent Song Pack,2014-07-01,294948,Ubisoft - San Francisco
rondomedia GmbH,"['Action', 'Simulation']",Ship Simulator: Maritime Search and Rescue,2014-07-01,274010,Reality Twist GmbH
,"['Casual', 'Simulation']",Rocksmith® 2014 – Billy Talent - “Viking Death March”,2014-07-01,294947,Ubisoft - San Francisco
Morgopolis Studios,"['Action', 'Adventure', 'Indie']",Magicians & Looters,2014-07-01,284180,Morgopolis Studios
Konsordo,"['Action', 'Adventure', 'Indie']",The House,2014-06-19,302910,Konsordo
THQ Nordic,"['Simulation', 'Strategy']",Railroad Pioneer,2003-10-17,306490,"Kritzelkratz 3000,JoWooD"
Headup Games,"['Casual', 'Indie', 'RPG', 'Simulation']",Bridge Constructor Playground,2014-07-02,279990,ClockStone
"Merge Games, Headup Games","['Indie', 'Strategy']",Meridian: New World,2014-04-04,265120,Elder Games
Strategy First,['Strategy'],Run For Rum,2014-07-02,307560,Reload Game Studio
Retroism,['Action'],Shadow Ops: Red Mercury,2004-09-17,286770,Zombie Studios
Vivid Games S.A.,['Sports'],Real Boxing™,2014-07-02,296770,Vivid Games S.A.
KOG Games,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",Elsword,2014-07-02,237310,KOG
Tripwire Interactive,['Action'],Killing Floor - Neon Character Pack,2014-07-02,309990,Tripwire Interactive
Tripwire Interactive,['Action'],Killing Floor - Neon Weapon Pack,2014-07-02,309991,Tripwire Interactive
1C Company,['Strategy'],Soldiers: Heroes of World War II,2004-06-29,11480,Best Way
Kitfox Games,"['Indie', 'RPG', 'Strategy']",Shattered Planet,2014-07-03,305640,Kitfox Games
Dovetail Games - Trains,['Simulation'],Train Simulator: Bulleid Q1 Class Loco Add-On,2014-07-03,258678,Victory Works
United Independent Entertainment GmbH,['Casual'],School Bus Fun,2014-07-03,301990,"Fancy Bytes, Reactor"
"Bat Country Games, LLC","['Casual', 'Indie', 'Strategy']",Aeon Command,2014-07-03,304670,"Bat Country Games, LLC"
Slitherine Ltd.,"['Simulation', 'Strategy']",Civil War II,2013-09-17,306630,Ageod
Legend Studio,"['Action', 'Adventure', 'Indie']",Asteria,2014-07-03,307130,Legend Studio
Activision,['Action'],Call of Duty®: Ghosts - Invasion,2014-07-03,259252,Infinity Ward
Slitherine Ltd.,"['Simulation', 'Strategy']",Civil War II: The Bloody Road South,2014-02-06,311330,Ageod
Dovetail Games - Trains,['Simulation'],Train Simulator: BR Castle Class Loco Add-On,2014-07-03,258657,Dovetail Games
I Fight Bears,"['Action', 'Adventure', 'Indie']",FIST OF AWESOME,2014-07-03,305070,I Fight Bears
DQ Team,"['Indie', 'Strategy']",War in a Box: Paper Tanks,2014-07-04,308460,DQ Team
Dovetail Games,['Simulation'],Great Northern F7 Big Sky Blue Add-on Livery,2009-01-01,256539,Dovetail Games
Aeria Games,"['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",Aura Kingdom,Jul 2014,268420,X-Legend
"KISS ltd, Osprey Publishing","['Casual', 'Simulation', 'Strategy']",Battleplan: American Civil War,2014-07-04,285130,The Mustard Corporation
Merge Games,"['Casual', 'Indie']",Lexica,2014-07-04,306680,d3t
"KISS ltd, Kavcom","['Action', 'Strategy']",Z,2014-07-04,275530,TickTock Games
Wastelands Interactive,"['Indie', 'Strategy']",Legions of Ashworld,2014-07-04,310970,Jugilus
Fruitbat Factory,"['Adventure', 'Indie', 'RPG']",99 Spirits - Cage of Night,2013-05-14,262142,TORaIKI
NEOTOKYO [MOD],"['Action', 'Free to Play']",NEOTOKYO,2014-05-01,244630,STUDIO RADI-8
"KISS ltd, Osprey Publishing","['Casual', 'Simulation', 'Strategy']",Battleplan: American Civil War Demo,2014-07-07,313290,The Mustard Corporation
Smartly Dressed Games,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",Unturned - Permanent Gold Upgrade,2014-07-07,306460,Smartly Dressed Games
Trickster Face,"['Action', 'Adventure', 'Indie']",Long Night,2014-07-07,270590,Trickster Face
DarkElite,"['Adventure', 'Indie', 'RPG']",Memories of a Vagabond,2014-07-07,307070,DarkElite
Gentleman Squid Studio,"['Action', 'Indie']",Three Dead Zed,2014-07-07,291390,Gentleman Squid Studio
DarkElite,"['Adventure', 'Indie', 'RPG']",Memories of a Vagabond Demo,2014-07-07,311000,DarkElite
Rising Star Games,"['Action', 'Indie']",Cloudbuilt - Through the Fog,2014-07-07,307550,Coilworks
Activision,['Action'],Call of Duty®: Ghosts -  Flags of the World Pack,2014-07-03,301110,Infinity Ward
Activision,['Action'],Call of Duty®: Ghosts - Squad Pack - Resistance,2014-07-03,295438,Infinity Ward
Buka Entertainment,"['Action', 'Simulation']",Echelon,2001-04-15,311080,MADia Entertainment
SCS Software,"['Indie', 'Simulation']",Euro Truck Simulator 2 - USA Paint Jobs Pack,2014-07-03,304211,SCS Software
eigoMANGA,"['Action', 'Casual', 'Indie']",Vanguard Princess Hilda Rize,2014-07-03,311500,Tomoaki Sugeno
Ubisoft,"['Action', 'Adventure']",Watch_Dogs - Access Granted Pack,2014-07-03,293059,Ubisoft
Ubisoft,['Adventure'],Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,2014-06-25,260230,Ubisoft Montpellier
Viva Media,"['Casual', 'Strategy']",Crazy Machines 2 - Jewel Digger DLC,2014-07-03,312090,Fakt Software
Big Ant Studios,"['Indie', 'Simulation', 'Sports']",Don Bradman Cricket 14,2014-06-26,216260,Big Ant Studios
Yacht Club Games,"['Action', 'Adventure', 'Indie']",Shovel Knight: Treasure Trove,2014-06-26,250760,Yacht Club Games
Merge Games,"['Indie', 'Strategy']",Meridian: New World Video and Soundtrack,2014-06-25,288240,Elder Games
Ghostlight LTD,"['Adventure', 'RPG', 'Strategy']",Agarest Zero - DLC Bundle #5,2014-06-26,281604,Idea Factory
"Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)","['Racing', 'Sports']",GRID Autosport,2014-06-26,255220,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)"
Rebellion,"['Action', 'Adventure']",Sniper Elite 3,2014-06-27,238090,Rebellion
Rebellion,"['Action', 'Adventure']",Sniper Elite 3 Season Pass,2014-06-27,308310,Rebellion
Rebellion,"['Action', 'Adventure']",Sniper Elite 3 - Target Hitler: Hunt the Grey Wolf,2014-06-27,305180,Rebellion
,"['Casual', 'Simulation']",Rocksmith® 2014 – Godsmack Song Pack,2014-06-17,294939,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Godsmack - “Voodoo”,2014-06-17,294938,Ubisoft - San Francisco
Sekai Project,['Indie'],WORLD END ECONOMiCA episode.01,2014-05-05,269250,Spicy Tails
Choice of Games,"['Indie', 'RPG']",Heroes Rise: The Hero Project - Perfect Legend Guide,2013-09-20,304301,Choice of Games
Choice of Games,"['Indie', 'RPG']",Heroes Rise: The Hero Project - Warning System,2013-09-20,304300,Choice of Games
Choice of Games,"['Indie', 'RPG']",Heroes Rise: The Prodigy,2012-07-13,299540,Choice of Games
Choice of Games,"['Indie', 'RPG']",Heroes Rise: The Prodigy - Perfect Legend Guide,2012-07-13,305200,Choice of Games
Noble Empire Corp.,"['Free to Play', 'Simulation']",World of Guns:Starter Pack,2014-06-10,307420,Noble Empire Corp.
SCS Software,"['Indie', 'Simulation']",Euro Truck Simulator 2 - Brazilian Paint Jobs Pack,2014-06-11,304140,SCS Software
Indietopia Games,"['Action', 'Indie']",Pulstar,2014-06-11,280460,"Concave Studio,Colorful Media,Emagica"
10tons Ltd,"['Action', 'Indie', 'RPG']",Crimsonland,2014-06-11,262830,10tons Ltd
Winter Wolves,"['Adventure', 'Casual', 'Indie']",Heileen 2: The Hands Of Fate,2009-12-12,305480,Winter Wolves
Stolen Couch Games,"['Casual', 'Indie', 'Strategy']",Ichi,2014-06-12,300300,Stolen Couch Games
Nomad Games,"['Indie', 'RPG', 'Strategy']",Talisman - The Frostmarch Expansion,2014-06-12,267772,Nomad Games
Artery Games,"['Casual', 'Indie', 'Racing']",Secret of the Magic Crystals - The Race,2014-06-12,305570,Artery Games
Ronimo Games,"['Action', 'Indie', 'Strategy']",Awesomenauts - Skreeletor Skin,2014-06-12,256503,Ronimo Games
Ghostlight LTD,"['Adventure', 'RPG', 'Strategy']",Agarest Zero - DLC Bundle #4,2014-06-12,281603,Idea Factory
White Paper Games,"['Adventure', 'Indie']",Ether One: Deluxe Edition Upgrade,2014-06-12,303360,White Paper Games
OtakuMaker SARL,"['Action', 'Casual', 'Indie', 'Sports']",Final Slam 2,2014-06-12,291330,Josh Tam Universe
Egosoft,['Strategy'],X3: Terran Conflict Bonus Package,2014-06-12,235940,Egosoft
Dovetail Games - Trains,['Simulation'],Train Simulator: BR Class 27 Loco Add-On,2014-06-12,258661,Dovetail Games - Trains
Libredia,['Sports'],Martial Arts: Capoeira,2014-06-12,307410,Twelve Games
Nightdive Studios,['Adventure'],Tex Murphy: Under a Killing Moon,1994-10-31,302350,Access Software
Nightdive Studios,"['Action', 'Adventure']",Tex Murphy: Mean Streets,1989-01-01,302330,Access Software
Nightdive Studios,['Adventure'],Tex Murphy: Overseer,1998-02-28,302370,Access Software
Nightdive Studios,['Adventure'],Tex Murphy: Martian Memorandum,1991-01-01,302340,Access Software
Nightdive Studios,['Adventure'],Tex Murphy: The Pandora Directive,1996-07-31,302360,Access Software
"Oovee® Game Studios, IMGN.PRO","['Adventure', 'Racing', 'Simulation']",SPINTIRES™,2014-06-12,263280,Oovee® Game Studios
Ghostlight LTD,"['Adventure', 'RPG', 'Strategy']",Agarest: Generations of War DLC Bundle 6,2014-06-13,307825,Idea Factory
Focus Home Interactive,"['Indie', 'Strategy']",Space Run,2014-06-13,275670,Passtech Games
NeocoreGames,"['Action', 'Adventure', 'Indie', 'RPG']",Van Helsing II: Ink Hunt,2014-06-13,307750,NeocoreGames
NeocoreGames,"['Action', 'Adventure', 'Indie', 'RPG']",The Incredible Adventures of Van Helsing II,2014-05-22,272470,NeocoreGames
Excalibur Games,"['Simulation', 'Strategy']",Zoo Park,2014-06-13,307760,Excalibur
Frogdice,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Dungeon of Elements,2014-06-12,302310,Frogdice
,"['Indie', 'RPG']",Fantasy Grounds - 3.5E/PFRPG 1 on 1 Adventure #2 The Star of Olinder,2014-06-13,308030,"SmiteWorks USA, LLC"
,"['Indie', 'RPG']",Fantasy Grounds - PFRPG Curse of the Sickled Hand,2014-06-13,308010,"SmiteWorks USA, LLC"
,"['Indie', 'RPG']",Fantasy Grounds - Call of Cthulhu: Shadows of Yog-Sothoth,2014-06-13,308020,"SmiteWorks USA, LLC"
Merge Games,"['Action', 'Indie', 'Strategy']",Battle Group 2,2014-06-13,277490,Bane Games
exosyphen studios,"['Casual', 'Indie']",Crystals of Time,2014-06-13,306410,"RVL Games,exosyphen studios"
Wastelands Interactive,"['Simulation', 'Strategy']",Storm over the Pacific,2014-06-13,302320,Wastelands Interactive
Slitherine Ltd.,"['Racing', 'Simulation', 'Sports', 'Strategy']",Qvadriga,2014-06-13,297760,Turnopia
KISS ltd,"['Adventure', 'Indie', 'RPG']",Unrest Demo,2014-06-16,304520,Pyrodactyl
,"['Action', 'Casual', 'Indie']",F-777 Song Pack,2013-10-22,305150,Curious Panda Games
Hammer Labs,"['Casual', 'Indie', 'Simulation', 'Strategy']",Farm for your Life,2013-06-05,266390,Hammer Labs
Juicy Beast Studio,"['Action', 'Casual', 'Indie']",Knightmare Tower,2014-06-16,298400,Juicy Beast Studio
United Independent Entertainment GmbH,['Action'],Bloodbath,2014-06-16,304150,Freedom Factory
Microsoft Studios,"['Simulation', 'Strategy']",Rise of Nations: Extended Edition,2014-06-12,287450,"SkyBox Labs,Big Huge Games"
Different Tuna,['Indie'],Derrick the Deathfin,2014-06-16,287780,Different Tuna
none,"['Action', 'Indie']",Probability 0,2012-10-01,258070,Droqen
,"['Action', 'Indie']",Groove City Soundtrack,2014-06-12,307610,"EnV Music,Yazar Media Group LLC"
Buka Entertainment,['Strategy'],The Entente Gold,2003-08-11,285480,Lesta Studio
Aerosoft GmbH,['Simulation'],World of Subways 2 – Berlin Line 7,2014-06-12,283600,TML-Studios
Curious Panda Games,"['Action', 'Casual', 'Indie']",Rhythm Destruction,2014-06-16,301540,Curious Panda Games
Shorebound Studios,"['Action', 'Adventure', 'Indie']",Viktor,2014-06-13,296730,Shorebound Studios
Shorebound Studios,"['Action', 'Adventure', 'Indie']",Viktor OST,2014-06-13,307650,Shorebound Studios
"KISS ltd, Holy Warp","['Action', 'Indie']",Chaos Domain Soundtrack Edition,2014-06-13,298690,"Holy Warp,Black Wing Foundation"
Application Systems Heidelberg,"['Casual', 'Indie', 'Simulation', 'Strategy']",GhostControl Inc.,2014-06-06,280540,bumblebee
InterAction studios,"['Action', 'Casual', 'Indie']",Chicken Invaders 4,2014-06-06,301300,InterAction studios
Suspicious Developments,"['Casual', 'Free to Play', 'Indie']",Floating Point,2014-06-06,302380,Suspicious Developments
Eclipse Games,"['Indie', 'Racing']",Super Toy Cars,2014-06-06,116100,Eclipse Games
Crytek,,CRYENGINE - Sample Assets,2014-06-06,306510,Crytek
Puuba,"['Action', 'Indie']",Concursion,2014-06-06,303340,Puuba
Puuba,['Indie'],Concursion - Steam Exclusive Music,2014-06-06,305370,"Puuba,Christopher Hoag"
,"['Indie', 'RPG']",Fantasy Grounds - Savage Worlds: Hellfrost Player's Guide,2014-06-06,306530,"SmiteWorks USA, LLC"
Iceberg Interactive,"['Adventure', 'Indie']",The Lost Crown,2008-07-18,291710,Darkling Room
Schell Games,"['Action', 'Indie']",Enemy Mind,2014-06-06,285840,Schell Games
,"['Indie', 'RPG']",Fantasy Grounds - Savage Worlds: Hellfrost Bestiary,2014-06-06,306531,"SmiteWorks USA, LLC"
United Independent Entertainment GmbH,['Simulation'],Extreme Roads USA,2014-06-06,273740,United Independent Entertainment GmbH
Microids,['Adventure'],The Egyptian Prophecy: The Fate of Ramses,2004-03-29,302160,MC2
SFB Games,"['Action', 'Casual', 'Indie']",Haunt the House: Terrortown,2014-06-06,270630,SFB Games
Winter Wolves,"['Adventure', 'Casual', 'Indie']",Heileen 1: Sail Away,2008-10-16,302950,Winter Wolves
